Pokemon Id,Pokedex Number,Pokemon Name,Game(s) of Origin,Generation,Alternate Form Name,Legendary Status,Legendary Type,Pre-Evolution Pokemon Id,Evolution Details,Level of Evolution,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Male Ratio,Female Ratio,M:F Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
470,342,Crawdaunt,Ruby,3,,False,NA,469.0,Leveling Up,30.0,1.1,32.8,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,,50.0,50.0,50.0:50.0,50,63,120,85,90,55,55,468,0,2,0,0,0,0,2,155,Fluctuating,1640000,Water1,Water3,15
471,343,Baltoy,Ruby,3,,False,NA,,NA,,0.5,21.5,Ground,Psychic,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,40,40,55,40,70,55,300,0,0,0,0,1,0,1,255,Medium Fast,1000000,Mineral,NA,20
472,344,Claydol,Ruby,3,,False,NA,471.0,Leveling Up,36.0,1.5,107.9,Ground,Psychic,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,60,70,105,70,120,75,500,0,0,0,0,2,0,2,90,Medium Fast,1000000,Mineral,NA,20
473,345,Lileep,Ruby,3,,False,NA,,NA,,1.0,23.8,Rock,Grass,Suction Cups,NA,Storm Drain,,87.5,12.5,87.5:12.5,50,66,41,77,61,87,23,355,0,0,0,0,1,0,1,45,Erratic,600000,Water3,NA,30
474,346,Cradily,Ruby,3,,False,NA,473.0,Leveling Up,40.0,1.5,60.4,Rock,Grass,Suction Cups,NA,Storm Drain,,87.5,12.5,87.5:12.5,50,86,81,97,81,107,43,495,0,0,0,0,2,0,2,45,Erratic,600000,Water3,NA,30
475,347,Anorith,Ruby,3,,False,NA,,NA,,0.7,12.5,Rock,Bug,Battle Armor,NA,Swift Swim,,87.5,12.5,87.5:12.5,50,45,95,50,40,50,75,355,0,1,0,0,0,0,1,45,Erratic,600000,Water3,NA,30
476,348,Armaldo,Ruby,3,,False,NA,475.0,Leveling Up,40.0,1.5,68.2,Rock,Bug,Battle Armor,NA,Swift Swim,,87.5,12.5,87.5:12.5,50,75,125,100,70,80,45,495,0,2,0,0,0,0,2,45,Erratic,600000,Water3,NA,30
477,349,Feebas,Ruby,3,,False,NA,,NA,,0.6,7.4,Water,NA,Swift Swim,Oblivious,Adaptability,,50.0,50.0,50.0:50.0,50,20,15,20,10,55,80,200,0,0,0,0,0,1,1,255,Erratic,600000,Water1,Dragon,20
478,350,Milotic,Ruby,3,,False,NA,477.0,NA,,6.2,162.0,Water,NA,Marvel Scale,Competitive,Cute Charm,,50.0,50.0,50.0:50.0,50,95,60,79,100,125,81,540,0,0,0,0,2,0,2,60,Erratic,600000,Water1,Dragon,20
479,351,Castform,Ruby,3,,False,NA,,NA,,0.3,0.8,Normal,NA,Forecast,NA,NA,,50.0,50.0,50.0:50.0,50,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,Medium Fast,1000000,Fairy,Amorphous,25
480,352,Kecleon,Ruby,3,,False,NA,,NA,,1.0,22.0,Normal,NA,Color Change,NA,Protean,,50.0,50.0,50.0:50.0,50,60,90,70,60,120,40,440,0,0,0,0,1,0,1,200,Medium Slow,1059860,Field,NA,20
481,353,Shuppet,Ruby,3,,False,NA,,NA,,0.6,2.3,Ghost,NA,Insomnia,Frisk,Cursed Body,,50.0,50.0,50.0:50.0,35,44,75,35,63,33,45,295,0,1,0,0,0,0,1,225,Fast,800000,Amorphous,NA,25
482,354,Banette,Ruby,3,,False,NA,481.0,Leveling Up,37.0,1.1,12.5,Ghost,NA,Insomnia,Frisk,Cursed Body,,50.0,50.0,50.0:50.0,35,64,115,65,83,63,65,455,0,2,0,0,0,0,2,45,Fast,800000,Amorphous,NA,25
483,355,Duskull,Ruby,3,,False,NA,,NA,,0.8,15.0,Ghost,NA,Levitate,NA,Frisk,,50.0,50.0,50.0:50.0,35,20,40,90,30,90,25,295,0,0,0,0,1,0,1,190,Fast,800000,Amorphous,NA,25
484,356,Dusclops,Ruby,3,,False,NA,483.0,Leveling Up,37.0,1.6,30.6,Ghost,NA,Pressure,NA,Frisk,,50.0,50.0,50.0:50.0,35,40,70,130,60,130,25,455,0,0,1,0,1,0,2,90,Fast,800000,Amorphous,NA,25
485,357,Tropius,Ruby,3,,False,NA,,NA,,2.0,100.0,Grass,Flying,Chlorophyll,Solar Power,Harvest,,50.0,50.0,50.0:50.0,50,99,68,83,72,87,51,460,2,0,0,0,0,0,2,200,Slow,1250000,Monster,Grass,25
486,358,Chimecho,Ruby,3,,False,NA,631.0,NA,,0.6,1.0,Psychic,NA,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,75,50,80,95,90,65,455,0,0,0,1,1,0,2,45,Fast,800000,Amorphous,NA,25
487,359,Absol,Ruby,3,,False,NA,,NA,,1.2,47.0,Dark,NA,Pressure,Super Luck,Justified,,50.0,50.0,50.0:50.0,35,65,130,60,75,60,75,465,0,2,0,0,0,0,2,30,Medium Slow,1059860,Field,NA,25
488,360,Wynaut,Ruby,3,,False,NA,,NA,,0.6,14.0,Psychic,NA,Shadow Tag,NA,Telepathy,,50.0,50.0,50.0:50.0,50,95,23,48,23,48,23,260,1,0,0,0,0,0,1,125,Medium Fast,1000000,No Eggs,NA,20
489,361,Snorunt,Ruby,3,,False,NA,,NA,,0.7,16.8,Ice,NA,Inner Focus,Ice Body,Moody,,50.0,50.0,50.0:50.0,50,50,50,50,50,50,50,300,1,0,0,0,0,0,1,190,Medium Fast,1000000,Fairy,Mineral,20
490,362,Glalie,Ruby,3,,False,NA,489.0,Leveling Up,42.0,1.5,256.5,Ice,NA,Inner Focus,Ice Body,Moody,,50.0,50.0,50.0:50.0,50,80,80,80,80,80,80,480,2,0,0,0,0,0,2,75,Medium Fast,1000000,Fairy,Mineral,20
491,363,Spheal,Ruby,3,,False,NA,,NA,,0.8,39.5,Ice,Water,Thick Fat,Ice Body,Oblivious,,50.0,50.0,50.0:50.0,50,70,40,50,55,50,25,290,1,0,0,0,0,0,1,255,Medium Slow,1059860,Water1,Field,20
492,364,Sealeo,Ruby,3,,False,NA,491.0,Leveling Up,32.0,1.1,87.6,Ice,Water,Thick Fat,Ice Body,Oblivious,,50.0,50.0,50.0:50.0,50,90,60,70,75,70,45,410,2,0,0,0,0,0,2,120,Medium Slow,1059860,Water1,Field,20
493,365,Walrein,Ruby,3,,False,NA,492.0,Leveling Up,44.0,1.4,150.6,Ice,Water,Thick Fat,Ice Body,Oblivious,,50.0,50.0,50.0:50.0,50,110,80,90,95,90,65,530,3,0,0,0,0,0,3,45,Medium Slow,1059860,Water1,Field,20
494,366,Clamperl,Ruby,3,,False,NA,,NA,,0.4,52.5,Water,NA,Shell Armor,NA,Rattled,,50.0,50.0,50.0:50.0,50,35,64,85,74,55,32,345,0,0,1,0,0,0,1,255,Erratic,600000,Water1,NA,20
495,367,Huntail,Ruby,3,,False,NA,494.0,NA,,1.7,27.0,Water,NA,Swift Swim,NA,Water Veil,,50.0,50.0,50.0:50.0,50,55,104,105,94,75,52,485,0,1,1,0,0,0,2,60,Erratic,600000,Water1,NA,20
496,368,Gorebyss,Ruby,3,,False,NA,494.0,NA,,1.8,22.6,Water,NA,Swift Swim,NA,Hydration,,50.0,50.0,50.0:50.0,50,55,84,105,114,75,52,485,0,0,0,2,0,0,2,60,Erratic,600000,Water1,NA,20
497,369,Relicanth,Ruby,3,,False,NA,,NA,,1.0,23.4,Water,Rock,Swift Swim,Rock Head,Sturdy,,87.5,12.5,87.5:12.5,50,100,90,130,45,65,55,485,1,0,1,0,0,0,2,25,Slow,1250000,Water1,Water2,40
498,370,Luvdisc,Ruby,3,,False,NA,,NA,,0.6,8.7,Water,NA,Swift Swim,NA,Hydration,,25.0,75.0,25.0:75.0,50,43,30,55,40,65,97,330,0,0,0,0,0,1,1,225,Fast,800000,Water2,NA,20
499,371,Bagon,Ruby,3,,False,NA,,NA,,0.6,42.1,Dragon,NA,Rock Head,NA,Sheer Force,,50.0,50.0,50.0:50.0,35,45,75,60,40,30,50,300,0,1,0,0,0,0,1,45,Slow,1250000,Dragon,NA,40
500,372,Shelgon,Ruby,3,,False,NA,499.0,Leveling Up,30.0,1.1,110.5,Dragon,NA,Rock Head,NA,Overcoat,,50.0,50.0,50.0:50.0,35,65,95,100,60,50,50,420,0,0,2,0,0,0,2,45,Slow,1250000,Dragon,NA,40
501,373,Salamence,Ruby,3,,False,NA,500.0,Leveling Up,50.0,1.5,102.6,Dragon,Flying,Intimidate,NA,Moxie,,50.0,50.0,50.0:50.0,35,95,135,80,110,80,100,600,0,3,0,0,0,0,3,45,Slow,1250000,Dragon,NA,40
502,374,Beldum,Ruby,3,,False,NA,,NA,,0.6,95.2,Steel,Psychic,Clear Body,NA,Light Metal,,0.0,0.0,0.0:0.0,35,40,55,80,35,60,30,300,0,0,1,0,0,0,1,3,Slow,1250000,Mineral,NA,40
503,375,Metang,Ruby,3,,False,NA,502.0,Leveling Up,20.0,1.2,202.5,Steel,Psychic,Clear Body,NA,Light Metal,,0.0,0.0,0.0:0.0,35,60,75,100,55,80,50,420,0,0,2,0,0,0,2,3,Slow,1250000,Mineral,NA,40
504,376,Metagross,Ruby,3,,False,NA,503.0,Leveling Up,45.0,1.6,550.0,Steel,Psychic,Clear Body,NA,Light Metal,,0.0,0.0,0.0:0.0,35,80,135,130,95,90,70,600,0,0,3,0,0,0,3,3,Slow,1250000,Mineral,NA,40
505,377,Regirock,Ruby,3,,True,Sub Legendary,,NA,,1.7,230.0,Rock,NA,Clear Body,NA,Sturdy,,0.0,0.0,0.0:0.0,35,80,100,200,50,100,50,580,0,0,3,0,0,0,3,3,Slow,1250000,No Eggs,NA,80
506,378,Regice,Ruby,3,,True,Sub Legendary,,NA,,1.8,175.0,Ice,NA,Clear Body,NA,Ice Body,,0.0,0.0,0.0:0.0,35,80,50,100,100,200,50,580,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs,NA,80
507,379,Registeel,Ruby,3,,True,Sub Legendary,,NA,,1.9,205.0,Steel,NA,Clear Body,NA,Light Metal,,0.0,0.0,0.0:0.0,35,80,75,150,75,150,50,580,0,0,2,0,1,0,3,3,Slow,1250000,No Eggs,NA,80
508,380,Latias,Ruby,3,,True,Sub Legendary,,NA,,1.4,40.0,Dragon,Psychic,Levitate,NA,NA,,0.0,100.0,0.0:100.0,90,80,80,90,110,130,110,600,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs,NA,120
509,381,Latios,Ruby,3,,True,Sub Legendary,,NA,,2.0,60.0,Dragon,Psychic,Levitate,NA,NA,,100.0,0.0,100.0:0.0,90,80,90,80,130,110,110,600,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
510,382,Kyogre,Ruby,3,,True,Legendary,,NA,,4.5,352.0,Water,NA,Drizzle,NA,NA,,0.0,0.0,0.0:0.0,0,100,100,90,150,140,90,670,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
511,383,Groudon,Ruby,3,,True,Legendary,,NA,,3.5,950.0,Ground,NA,Drought,NA,NA,,0.0,0.0,0.0:0.0,0,100,150,140,100,90,90,670,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
512,384,Rayquaza,Ruby,3,,True,Legendary,,NA,,7.0,206.5,Dragon,Flying,Air Lock,NA,NA,,0.0,0.0,0.0:0.0,0,105,150,90,150,90,95,680,0,2,0,1,0,0,3,45,Slow,1250000,No Eggs,NA,120
513,385,Jirachi,Ruby,3,,True,Mythical,,NA,,0.3,1.1,Steel,Psychic,Serene Grace,NA,NA,,0.0,0.0,0.0:0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
514,386,Deoxys,Ruby,3,,True,Mythical,,NA,,1.7,60.8,Psychic,NA,Pressure,NA,NA,,0.0,0.0,0.0:0.0,0,50,150,50,150,50,150,600,0,1,0,1,0,1,3,3,Slow,1250000,No Eggs,NA,120
591,387,Turtwig,Diamond,4,,False,NA,,NA,,0.4,10.2,Grass,NA,Overgrow,NA,Shell Armor,,87.5,12.5,87.5:12.5,50,55,68,64,45,55,31,318,0,1,0,0,0,0,1,45,Medium Slow,1059860,Monster,Grass,20
592,388,Grotle,Diamond,4,,False,NA,591.0,Leveling Up,18.0,1.1,97.0,Grass,NA,Overgrow,NA,Shell Armor,,87.5,12.5,87.5:12.5,50,75,89,85,55,65,36,405,0,1,1,0,0,0,2,45,Medium Slow,1059860,Monster,Grass,20
593,389,Torterra,Diamond,4,,False,NA,592.0,Leveling Up,32.0,2.2,310.0,Grass,Ground,Overgrow,NA,Shell Armor,,87.5,12.5,87.5:12.5,50,95,109,105,75,85,56,525,0,2,1,0,0,0,3,45,Medium Slow,1059860,Monster,Grass,20
594,393,Piplup,Diamond,4,,False,NA,,NA,,0.4,5.2,Water,NA,Torrent,NA,Competitive,,87.5,12.5,87.5:12.5,50,53,51,53,61,56,40,314,0,0,0,1,0,0,1,45,Medium Slow,1059860,Water1,Field,20
595,394,Prinplup,Diamond,4,,False,NA,594.0,Leveling Up,16.0,0.8,23.0,Water,NA,Torrent,NA,Competitive,,87.5,12.5,87.5:12.5,50,64,66,68,81,76,50,405,0,0,0,2,0,0,2,45,Medium Slow,1059860,Water1,Field,20
596,395,Empoleon,Diamond,4,,False,NA,595.0,Leveling Up,36.0,1.7,84.5,Water,Steel,Torrent,NA,Competitive,,87.5,12.5,87.5:12.5,50,84,86,88,111,101,60,530,0,0,0,3,0,0,3,45,Medium Slow,1059860,Water1,Field,20
597,396,Starly,Diamond,4,,False,NA,,NA,,0.3,2.0,Normal,Flying,Keen Eye,NA,Reckless,,50.0,50.0,50.0:50.0,50,40,55,30,30,30,60,245,0,0,0,0,0,1,1,255,Medium Slow,1059860,Flying,NA,15
598,397,Staravia,Diamond,4,,False,NA,597.0,Leveling Up,14.0,0.6,15.5,Normal,Flying,Intimidate,NA,Reckless,,50.0,50.0,50.0:50.0,50,55,75,50,40,40,80,340,0,0,0,0,0,2,2,120,Medium Slow,1059860,Flying,NA,15
599,398,Staraptor,Diamond,4,,False,NA,598.0,Leveling Up,34.0,1.2,24.9,Normal,Flying,Intimidate,NA,Reckless,,50.0,50.0,50.0:50.0,50,85,120,70,50,60,100,485,0,3,0,0,0,0,3,45,Medium Slow,1059860,Flying,NA,15
600,399,Bidoof,Diamond,4,,False,NA,,NA,,0.5,20.0,Normal,NA,Simple,Unaware,Moody,,50.0,50.0,50.0:50.0,50,59,45,40,35,40,31,250,1,0,0,0,0,0,1,255,Medium Fast,1000000,Water1,Field,15
601,400,Bibarel,Diamond,4,,False,NA,600.0,Leveling Up,15.0,1.0,31.5,Normal,Water,Simple,Unaware,Moody,,50.0,50.0,50.0:50.0,50,79,85,60,55,60,71,410,0,2,0,0,0,0,2,127,Medium Fast,1000000,Water1,Field,15
602,401,Kricketot,Diamond,4,,False,NA,,NA,,0.3,2.2,Bug,NA,Shed Skin,NA,Run Away,,50.0,50.0,50.0:50.0,50,37,25,41,25,41,25,194,0,0,1,0,0,0,1,255,Medium Slow,1059860,Bug,NA,15
603,402,Kricketune,Diamond,4,,False,NA,602.0,Leveling Up,10.0,1.0,25.5,Bug,NA,Swarm,NA,Technician,,50.0,50.0,50.0:50.0,50,77,85,51,55,51,65,384,0,2,0,0,0,0,2,45,Medium Slow,1059860,Bug,NA,15
604,406,Budew,Diamond,4,,False,NA,,NA,,0.2,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,,50.0,50.0,50.0:50.0,50,40,30,35,50,70,55,280,0,0,0,1,0,0,1,255,Medium Slow,1059860,No Eggs,NA,20
605,407,Roserade,Diamond,4,,False,NA,443.0,Evolution stone,,0.9,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,,50.0,50.0,50.0:50.0,50,60,70,65,125,105,90,515,0,0,0,3,0,0,3,75,Medium Slow,1059860,Fairy,Grass,20
606,408,Cranidos,Diamond,4,,False,NA,,NA,,0.9,31.5,Rock,NA,Mold Breaker,NA,Sheer Force,,87.5,12.5,87.5:12.5,50,67,125,40,30,30,58,350,0,1,0,0,0,0,1,45,Erratic,600000,Monster,NA,30
607,409,Rampardos,Diamond,4,,False,NA,606.0,Leveling Up,30.0,1.6,102.5,Rock,NA,Mold Breaker,NA,Sheer Force,,87.5,12.5,87.5:12.5,50,97,165,60,65,50,58,495,0,2,0,0,0,0,2,45,Erratic,600000,Monster,NA,30
608,410,Shieldon,Diamond,4,,False,NA,,NA,,0.5,57.0,Rock,Steel,Sturdy,NA,Soundproof,,87.5,12.5,87.5:12.5,50,30,42,118,42,88,30,350,0,0,1,0,0,0,1,45,Erratic,600000,Monster,NA,30
609,411,Bastiodon,Diamond,4,,False,NA,608.0,Leveling Up,30.0,1.3,149.5,Rock,Steel,Sturdy,NA,Soundproof,,87.5,12.5,87.5:12.5,50,60,52,168,47,138,30,495,0,0,2,0,0,0,2,45,Erratic,600000,Monster,NA,30
610,412,Burmy,Diamond,4,,False,NA,,NA,,0.2,3.4,Bug,NA,Shed Skin,NA,Overcoat,,50.0,50.0,50.0:50.0,50,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,Medium Fast,1000000,Bug,NA,15
611,413,Wormadam,Diamond,4,,False,NA,610.0,Leveling Up,,0.5,6.5,Bug,Grass,Anticipation,NA,Overcoat,,0.0,100.0,0.0:100.0,50,60,59,85,79,105,36,424,0,0,0,0,2,0,2,45,Medium Fast,1000000,Bug,NA,15
612,414,Mothim,Diamond,4,,False,NA,1645.0,Leveling Up,,0.9,23.3,Bug,Flying,Swarm,NA,Tinted Lens,,100.0,0.0,100.0:0.0,50,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,Medium Fast,1000000,Bug,NA,15
613,415,Combee,Diamond,4,,False,NA,,NA,,0.3,5.5,Bug,Flying,Honey Gather,NA,Hustle,,87.5,12.5,87.5:12.5,50,30,30,42,30,42,70,244,0,0,0,0,0,1,1,120,Medium Slow,1059860,Bug,NA,15
614,416,Vespiquen,Diamond,4,,False,NA,613.0,Leveling Up,,1.2,38.5,Bug,Flying,Pressure,NA,Unnerve,,0.0,100.0,0.0:100.0,50,70,80,102,80,102,40,474,0,0,1,0,1,0,2,45,Medium Slow,1059860,Bug,NA,15
615,417,Pachirisu,Diamond,4,,False,NA,,NA,,0.4,3.9,Electric,NA,Run Away,Pickup,Volt Absorb,,50.0,50.0,50.0:50.0,100,60,45,70,45,90,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,Field,Fairy,10
616,418,Buizel,Diamond,4,,False,NA,,NA,,0.7,29.5,Water,NA,Swift Swim,NA,Water Veil,,50.0,50.0,50.0:50.0,50,55,65,35,60,30,85,330,0,0,0,0,0,1,1,190,Medium Fast,1000000,Water1,Field,20
617,419,Floatzel,Diamond,4,,False,NA,616.0,Leveling Up,26.0,1.1,33.5,Water,NA,Swift Swim,NA,Water Veil,,50.0,50.0,50.0:50.0,50,85,105,55,85,50,115,495,0,0,0,0,0,2,2,75,Medium Fast,1000000,Water1,Field,20
618,420,Cherubi,Diamond,4,,False,NA,,NA,,0.4,3.3,Grass,NA,Chlorophyll,NA,NA,,50.0,50.0,50.0:50.0,50,45,35,45,62,53,35,275,0,0,0,1,0,0,1,190,Medium Fast,1000000,Fairy,Grass,20
619,421,Cherrim,Diamond,4,,False,NA,618.0,Leveling Up,25.0,0.5,9.3,Grass,NA,Flower Gift,NA,NA,,50.0,50.0,50.0:50.0,50,70,60,70,87,78,85,450,0,0,0,2,0,0,2,75,Medium Fast,1000000,Fairy,Grass,20
620,422,Shellos,Diamond,4,,False,NA,,NA,,0.3,6.3,Water,NA,Sticky Hold,Storm Drain,Sand Force,,50.0,50.0,50.0:50.0,50,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,Water1,Amorphous,20
621,423,Gastrodon,Diamond,4,,False,NA,620.0,Leveling Up,30.0,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,,50.0,50.0,50.0:50.0,50,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,Medium Fast,1000000,Water1,Amorphous,20
622,424,Ambipom,Diamond,4,,False,NA,290.0,NA,,1.2,20.3,Normal,NA,Technician,Pickup,Skill Link,,50.0,50.0,50.0:50.0,100,75,100,66,60,66,115,482,0,0,0,0,0,2,2,45,Fast,800000,Field,NA,20
623,425,Drifloon,Diamond,4,,False,NA,,NA,,0.4,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,,50.0,50.0,50.0:50.0,50,90,50,34,60,44,70,348,1,0,0,0,0,0,1,125,Fluctuating,1640000,Amorphous,NA,30
624,426,Drifblim,Diamond,4,,False,NA,623.0,Leveling Up,28.0,1.2,15.0,Ghost,Flying,Aftermath,Unburden,Flare Boost,,50.0,50.0,50.0:50.0,50,150,80,44,90,54,80,498,2,0,0,0,0,0,2,60,Fluctuating,1640000,Amorphous,NA,30
625,427,Buneary,Diamond,4,,False,NA,,NA,,0.4,5.5,Normal,NA,Run Away,Klutz,Limber,,50.0,50.0,50.0:50.0,0,55,66,44,44,56,85,350,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,Human Like,20
626,428,Lopunny,Diamond,4,,False,NA,625.0,Trade or Friendship,,1.2,33.3,Normal,NA,Cute Charm,Klutz,Limber,,50.0,50.0,50.0:50.0,140,65,76,84,54,96,105,480,0,0,0,0,0,2,2,60,Medium Fast,1000000,Field,Human Like,20
627,429,Mismagius,Diamond,4,,False,NA,324.0,Evolution stone,,0.9,4.4,Ghost,NA,Levitate,NA,NA,,50.0,50.0,50.0:50.0,35,60,60,60,105,105,105,495,0,0,0,1,1,0,2,45,Fast,800000,Amorphous,NA,25
628,430,Honchkrow,Diamond,4,,False,NA,298.0,Evolution stone,,0.9,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,,50.0,50.0,50.0:50.0,35,100,125,52,105,52,71,505,0,2,0,0,0,0,2,30,Medium Slow,1059860,Flying,NA,20
629,431,Glameow,Diamond,4,,False,NA,,NA,,0.5,3.9,Normal,NA,Limber,Own Tempo,Keen Eye,,25.0,75.0,25.0:75.0,50,49,55,42,42,37,85,310,0,0,0,0,0,1,1,190,Fast,800000,Field,NA,20
630,432,Purugly,Diamond,4,,False,NA,629.0,Leveling Up,38.0,1.0,43.8,Normal,NA,Thick Fat,Own Tempo,Defiant,,25.0,75.0,25.0:75.0,50,71,82,64,64,59,112,452,0,0,0,0,0,2,2,75,Fast,800000,Field,NA,20
631,433,Chingling,Diamond,4,,False,NA,,NA,,0.2,0.6,Psychic,NA,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,45,30,50,65,50,45,285,0,0,0,1,0,0,1,120,Fast,800000,No Eggs,NA,25
632,434,Stunky,Diamond,4,,False,NA,,NA,,0.4,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,,50.0,50.0,50.0:50.0,50,63,63,47,41,41,74,329,0,0,0,0,0,1,1,225,Medium Fast,1000000,Field,NA,20
633,435,Skuntank,Diamond,4,,False,NA,632.0,Leveling Up,34.0,1.0,38.0,Poison,Dark,Stench,Aftermath,Keen Eye,,50.0,50.0,50.0:50.0,50,103,93,67,71,61,84,479,2,0,0,0,0,0,2,60,Medium Fast,1000000,Field,NA,20
634,436,Bronzor,Diamond,4,,False,NA,,NA,,0.5,60.5,Steel,Psychic,Levitate,Heatproof,Heavy Metal,,0.0,0.0,0.0:0.0,50,57,24,86,24,86,23,300,0,0,1,0,0,0,1,255,Medium Fast,1000000,Mineral,NA,20
635,437,Bronzong,Diamond,4,,False,NA,634.0,Leveling Up,33.0,1.3,187.0,Steel,Psychic,Levitate,Heatproof,Heavy Metal,,0.0,0.0,0.0:0.0,50,67,89,116,79,116,33,500,0,0,1,0,1,0,2,90,Medium Fast,1000000,Mineral,NA,20
636,438,Bonsly,Diamond,4,,False,NA,,NA,,0.5,15.0,Rock,NA,Sturdy,Rock Head,Rattled,,50.0,50.0,50.0:50.0,50,50,80,95,10,45,10,290,0,0,1,0,0,0,1,255,Medium Fast,1000000,No Eggs,NA,20
637,439,Mime Jr.,Diamond,4,,False,NA,,NA,,0.6,13.0,Psychic,Fairy,Soundproof,Filter,Technician,,50.0,50.0,50.0:50.0,50,20,25,45,70,90,60,310,0,0,0,0,1,0,1,145,Medium Fast,1000000,No Eggs,NA,25
638,440,Happiny,Diamond,4,,False,NA,,NA,,0.6,24.4,Normal,NA,Natural Cure,Serene Grace,Friend Guard,,0.0,100.0,0.0:100.0,140,100,5,5,15,65,30,220,1,0,0,0,0,0,1,130,Fast,800000,No Eggs,NA,40
639,441,Chatot,Diamond,4,,False,NA,,NA,,0.5,1.9,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,,50.0,50.0,50.0:50.0,35,76,65,45,92,42,91,411,0,1,0,0,0,0,1,30,Medium Slow,1059860,Flying,NA,20
640,442,Spiritomb,Diamond,4,,False,NA,,NA,,1.0,108.0,Ghost,Dark,Pressure,NA,Infiltrator,,50.0,50.0,50.0:50.0,50,50,92,108,92,108,35,485,0,0,1,0,1,0,2,100,Medium Fast,1000000,Amorphous,NA,30
641,443,Gible,Diamond,4,,False,NA,,NA,,0.7,20.5,Dragon,Ground,Sand Veil,NA,Rough Skin,,50.0,50.0,50.0:50.0,50,58,70,45,40,45,42,300,0,1,0,0,0,0,1,45,Slow,1250000,Monster,Dragon,40
642,444,Gabite,Diamond,4,,False,NA,641.0,Leveling Up,24.0,1.4,56.0,Dragon,Ground,Sand Veil,NA,Rough Skin,,50.0,50.0,50.0:50.0,50,68,90,65,50,55,82,410,0,2,0,0,0,0,2,45,Slow,1250000,Monster,Dragon,40
643,445,Garchomp,Diamond,4,,False,NA,642.0,Leveling Up,48.0,1.9,95.0,Dragon,Ground,Sand Veil,NA,Rough Skin,,50.0,50.0,50.0:50.0,50,108,130,95,80,85,102,600,0,3,0,0,0,0,3,45,Slow,1250000,Monster,Dragon,40
644,446,Munchlax,Diamond,4,,False,NA,,NA,,0.6,105.0,Normal,NA,Pickup,Thick Fat,Gluttony,,87.5,12.5,87.5:12.5,50,135,85,40,40,85,5,390,1,0,0,0,0,0,1,50,Slow,1250000,No Eggs,NA,40
645,447,Riolu,Diamond,4,,False,NA,,NA,,0.7,20.2,Fighting,NA,Steadfast,Inner Focus,Prankster,,87.5,12.5,87.5:12.5,50,40,70,40,35,40,60,285,0,1,0,0,0,0,1,75,Medium Slow,1059860,No Eggs,NA,25
646,448,Lucario,Diamond,4,,False,NA,645.0,NA,,1.2,54.0,Fighting,Steel,Steadfast,Inner Focus,Justified,,87.5,12.5,87.5:12.5,50,70,110,70,115,70,90,525,0,1,0,1,0,0,2,45,Medium Slow,1059860,Field,Human Like,25
647,449,Hippopotas,Diamond,4,,False,NA,,NA,,0.8,49.5,Ground,NA,Sand Stream,NA,Sand Force,,50.0,50.0,50.0:50.0,50,68,72,78,38,42,32,330,0,0,1,0,0,0,1,140,Slow,1250000,Field,NA,30
648,450,Hippowdon,Diamond,4,,False,NA,647.0,Leveling Up,34.0,2.0,300.0,Ground,NA,Sand Stream,NA,Sand Force,,50.0,50.0,50.0:50.0,50,108,112,118,68,72,47,525,0,0,2,0,0,0,2,60,Slow,1250000,Field,NA,30
